interaction_id,table_id,row_type,pdf_page,report_page,table_title,condition_nominal,phase,sub_step,off_nominal_event,context,seq,media,subj_group,subj_position,obj_group,obj_position,interaction,condition,text_as_printed,controller_positions,freq,crit,rating_source,cited_7110_65,bb_paragraph,extraction_flags
,E-6,header,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",mixed,Cruise,,,phase,,,,,,,Cruise,,,,,,,,,
E-6#01,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,1,PVD,ATC,1st Center 1st sector - R,ATC,1st Center 2nd sector - RA,Request handoff,,Request handoff,,,,,,5-4-5 (PDF p.303); 5-4-6 (PDF p.304); 2-1-15 (PDF p.46),
E-6#02,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,2,PVD,ATC,1st Center 2nd sector - RA,ATC,1st Center 1st sector - R,Accept handoff,,Accept handoff,,,,,,5-4-5 (PDF p.303); 5-4-6 (PDF p.304); 2-1-15 (PDF p.46),
E-6#03,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,3,Radio,ATC,1st Center 1st sector - R,FD,Pilot Monitoring,Request contact new frequency,,Request contact new frequency,,,,,,2-1-15 (PDF p.46); 2-4-1 (PDF p.79),
E-6#04,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,4,Radio,FD,Pilot Monitoring,ATC,1st Center 1st sector - R,Read back change of frequency,,Read back change of frequency,,,,,,2-4-3 (PDF p.79); 2-1-15 (PDF p.46); 2-4-1 (PDF p.79),
E-6#05,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,5,Radio,FD,Pilot Monitoring,ATC,1st Center 2nd sector - R,"Establish contact: Give ID, altitude and heading",,"Establish contact: Give ID, altitude and heading",,,,,,2-1-15 (PDF p.46); 2-4-1 (PDF p.79),
E-6#06,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,6,Radio,ATC,1st Center 2nd sector - R,FD,Pilot Monitoring,"Read back ID, altitude and heading",,"Read back ID, altitude and heading",,,,,,2-4-3 (PDF p.79),
E-6#07,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,7,Radio,ATC,1st Center 2nd sector - R,FD,Pilot Monitoring,Request change of heading,If applicable,If applicable: Request change of heading,,,,,,no rule matched,
E-6#08,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,8,Radio,FD,Pilot Monitoring,ATC,1st Center 2nd sector - R,Clear new heading,If applicable,If applicable: Clear new heading,,,,,,no rule matched,
,E-6,gap,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",mixed,Cruise,,,,,,,,,,…,,…,,,,,,,time-gap marker (indeterminate lapse of time)
E-6#09,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,9,PVD,ATC,1st Center 2nd sector - R,ATC,2nd Center 1st sector - RA,Request handoff,,Request handoff,,,,,,5-4-5 (PDF p.303); 5-4-6 (PDF p.304); 2-1-15 (PDF p.46),
E-6#10,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,10,PVD,ATC,2nd Center 1st sector - RA,ATC,1st Center 2nd sector - R,Accept handoff,,Accept handoff,,,,,,5-4-5 (PDF p.303); 5-4-6 (PDF p.304); 2-1-15 (PDF p.46),
E-6#11,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,11,Interphone,ATC,2nd Center 1st sector - R,ATC,1st Center 2nd sector - RA,Request change of altitude (prior entering in new sector ZB-1),If applicable,If applicable: Request change of altitude (prior entering in new sector ZB-1),,,,,,no rule matched,
E-6#12,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,12,Interphone,ATC,1st Center 2nd sector - R,ATC,2nd Center 1st sector - R,Acknowledge change of altitude,If applicable,If applicable: Acknowledge change of altitude,,,,,,no rule matched,
E-6#13,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,13,Face-to-Face,ATC,1st Center 2nd sector - R,ATC,1st Center 2nd sector - R,Relay change of altitude request from ZB-1,If applicable,If applicable: Relay change of altitude request from ZB-1,,,,,,no rule matched,
E-6#14,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,14,Radio,ATC,1st Center 2nd sector - R,FD,Pilot Monitoring,Clear change of altitude,If applicable,If applicable: Clear change of altitude,,,,,,no rule matched,
E-6#15,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,15,Radio,FD,Pilot Monitoring,ATC,1st Center 2nd sector - R,Read back change of altitude,If applicable,If applicable: Read back change of altitude,,,,,,2-4-3 (PDF p.79),
E-6#16,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,16,Radio,ATC,1st Center 2nd sector - R,FD,Pilot Monitoring,Request contact new frequency,,Request contact new frequency,,,,,,2-1-15 (PDF p.46); 2-4-1 (PDF p.79),
E-6#17,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,17,Radio,FD,Pilot Monitoring,ATC,1st Center 2nd sector - R,Read back change of frequency,,Read back change of frequency,,,,,,2-4-3 (PDF p.79); 2-1-15 (PDF p.46); 2-4-1 (PDF p.79),
E-6#18,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,18,Radio,FD,Pilot Monitoring,ATC,2nd Center 1st sector - R,"Establish contact: Give ID, altitude and heading",,"Establish contact: Give ID, altitude and heading",,,,,,2-1-15 (PDF p.46); 2-4-1 (PDF p.79),
E-6#19,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,19,,ATC,2nd Center 1st sector - R,FD,Pilot Monitoring,"Read back ID, altitude and heading",,"Read back ID, altitude and heading",,,,,,2-4-3 (PDF p.79),media-blank
,E-6,gap,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",mixed,Cruise,,,,,,,,,,…,,…,,,,,,,time-gap marker (indeterminate lapse of time)
E-6#20,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,20,ACARS,FOC,Flight Dispatcher,FD,Pilot Monitoring,"Establish contact, required every 2 hours",,"Establish contact, required every 2 hours",,,,,,,
E-6#21,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,21,ACARS,FD,Pilot Monitoring,FOC,Flight Dispatcher,Acknowledge message,,Acknowledge message,,,,,,,
E-6#22,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,22,ACARS,FOC,Flight Dispatcher,FD,Pilot Monitoring,Inform update about weather on east coast and runway at destination,,Inform update about weather on east coast and runway at destination,,,,,,,
E-6#23,E-6,interaction,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",nominal,Cruise,,,,23,ACARS,FD,Pilot Monitoring,FOC,Flight Dispatcher,Acknowledge message,,Acknowledge message,,,,,,,
,E-6,gap,108,p.20,"Interactions Between Flightdeck, ATC and FOC During the Cruise Phase of a Generic Flight. .",mixed,Cruise,,,,,,,,,,…,,…,,,,,,,time-gap marker (indeterminate lapse of time)
,E-7,header,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",mixed,,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,off-nominal event,,,,,,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,,,,,,,,
E-7#01,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,1,Phone,ATC,Tower - TMU,ATC,Command Center - TMU,Report change of runway configuration because of weather,,Report change of runway configuration because of weather,,,,,,no rule matched,
E-7#02,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,2,Phone,ATC,Tower - TMU,ATC,Last Center - TMU,Report change of runway configuration because of weather,,Report change of runway configuration because of weather,,,,,,no rule matched,
E-7#03,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,3,Phone,ATC,Tower - TMU,ATC,Approach - TMU,Report change of runway configuration because of weather,,Report change of runway configuration because of weather,,,,,,no rule matched,
E-7#04,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,4,Phone,ATC,Command Center - TMU,ATC,3rd to last Center - TMU,Recommend rerouting part of traffic via Center Y,,Recommend rerouting part of traffic via Center Y,,,,,,no rule matched,
E-7#05,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,5,Advisory,ATC,Command Center - TMU,FOC,ATC coordinator,Advise change of runway at destination and recommend rerouting via Center Y,,Advise change of runway at destination and recommend rerouting via Center Y,,,,,,no rule matched,
E-7#06,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,6,Phone,FOC,ATC coordinator,ATC,Command Center - TMU,Obtain specific information about delay and rerouting via Center Y,,Obtain specific information about delay and rerouting via Center Y,,,,,,no rule matched,
E-7#07,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,7,Interphone,FOC,ATC coordinator,FOC,Flight Dispatcher,Relay change of runway at destination and reroute via Center Y,,Relay change of runway at destination and reroute via Center Y,,,,,,,
E-7#08,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,8,ACARS,FOC,Flight Dispatcher,FD,Crew,Downlink fuel on board,,Downlink fuel on board,,,,,,,
E-7#09,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,9,Satcom,FOC,Flight Dispatcher,FD,Pilot Monitoring,Obtain fuel on board,If no ACARS,If no ACARS: Obtain fuel on board,,,,,,,
E-7#10,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,10,Computer,FOC,Flight Dispatcher,FOC,Computer,Compute reroute and alternative and ETA,,Compute reroute and alternative and ETA,,,,,,,
E-7#11,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,11,ACARS,FOC,Flight Dispatcher,FD,Crew,Update about weather east of destination and runway change at destination,,Update about weather east of destination and runway change at destination,,,,,,,
E-7#12,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,12,Satcom,FOC,Flight Dispatcher,FD,Pilot Monitoring,Inform about weather east of destination and runway change at destination,,Inform about weather east of destination and runway change at destination,,,,,,,
E-7#13,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,13,Satcom,FOC,Flight Dispatcher,FD,Pilot Monitoring,Coordinate on reroute via Center Y and alternative destination,,Coordinate on reroute via Center Y and alternative destination,,,,,,,
E-7#14,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,14,Host,FOC,Flight Dispatcher,ATC,3rd to last Center - RA,Release flight plan amendment for reroute,,Release flight plan amendment for reroute,,,,,,4-2-5 (PDF p.218); 2-2-11 (PDF p.60),
E-7#15,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,15,ACARS,FOC,Flight Dispatcher,FD,Crew,Uplink flight plan amendment for reroute,,Uplink flight plan amendment for reroute,,,,,,,
E-7#16,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,16,Radio,FD,Pilot Monitoring,ATC,3rd to last Center - RA,Request clearance of flight plan amendment for reroute,,Request clearance of flight plan amendment for reroute,,,,,,4-2-5 (PDF p.218); 2-2-11 (PDF p.60),subject group-inferred-from-position (source omits group)
E-7#17,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,17,Radio,ATC,3rd to last Center - RA,FD,Pilot Monitoring,Clear flight plan amendment for reroute,,Clear flight plan amendment for reroute,,,,,,4-2-5 (PDF p.218); 2-2-11 (PDF p.60),
E-7#18,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,18,Computer,FD,Pilot Monitoring,FOC,Computer,Compute Flight plan on FMS for reroute,,Compute Flight plan on FMS for reroute,,,,,,,
E-7#19,E-7,interaction,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,19,ACARS,FD,Pilot Monitoring,FOC,Flight Dispatcher,Downlink flight plan amendment for reroute,,Downlink flight plan amendment for reroute,,,,,,,
,E-7,gap,109,p.21,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",mixed,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Command Center decides to reroute traffic due to weather East of destination,,,,,,,,…,,…,,,,,,,time-gap marker (indeterminate lapse of time)
E-8#01,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,1,Telcon,ATC,Command Center,FOC,ATC coordinator,"Report weather, rerouting and airport runway configuration at destination",,"Report weather, rerouting and airport runway configuration at destination",,,,,,no rule matched,
E-8#02,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,2,Interphone,FOC,ATC coordinator,FOC,Flight Dispatcher,"Relay weather report, rerouting and airport runway configuration at destination",,"Relay weather report, rerouting and airport runway configuration at destination",,,,,,,
,E-8,gap,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",mixed,Continuation of the Cruise Phase,,,,,,,,,,…,,…,,,,,,,time-gap marker (indeterminate lapse of time)
E-8#03,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,3,PVD,ATC,2nd to last Center - R,ATC,Last Center 1st Sector - RA,Initiate handoff,,Initiate handoff,,,,,,5-4-5 (PDF p.303); 5-4-6 (PDF p.304); 2-1-15 (PDF p.46),
E-8#04,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,4,PVD,ATC,Last Center 1st Sector - RA,ATC,2nd to last Center - R,Accept handoff,,Accept handoff,,,,,,5-4-5 (PDF p.303); 5-4-6 (PDF p.304); 2-1-15 (PDF p.46),
E-8#05,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,5,URET,ATC,Last Center 1st Sector - RA,ATC,Computer,Check STAR,,Check STAR,,,,,,no rule matched,
E-8#06,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,6,PVD,ATC,Last Center 1st Sector - RA,ATC,Last Center last Sector - RA,Send datablock,,Send datablock,,,,,,5-4-5 (PDF p.303); 5-4-6 (PDF p.304); 2-1-15 (PDF p.46),
E-8#07,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,7,PVD,ATC,Last Center 1st Sector - RA,ATC,Approach - RA,Send datablock,,Send datablock,,,,,,5-4-5 (PDF p.303); 5-4-6 (PDF p.304); 2-1-15 (PDF p.46),
E-8#08,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,8,Radio,ATC,2nd to last Center - RC,FD,Pilot Monitoring,Request contact new frequency,,Request contact new frequency,,,,,,2-1-15 (PDF p.46); 2-4-1 (PDF p.79),
E-8#09,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,9,Radio,FD,Pilot Monitoring,ATC,2nd to last Center - R,Read back change of frequency,,Read back change of frequency,,,,,,2-4-3 (PDF p.79); 2-1-15 (PDF p.46); 2-4-1 (PDF p.79),
E-8#10,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,10,Radio,FD,Pilot Monitoring,ATC,Last Center First Sector - R,"Establish contact: Give ID, altitude and heading",,"Establish contact: Give ID, altitude and heading",,,,,,2-1-15 (PDF p.46); 2-4-1 (PDF p.79),
E-8#11,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,11,Radio,ATC,Last Center First Sector - R,FD,Pilot Monitoring,"Read back ID, altitude and heading",,"Read back ID, altitude and heading",,,,,,2-4-3 (PDF p.79),
E-8#12,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,12,Radio,ATC,Last Center First Sector - R,FD,Pilot Monitoring,Clear change of altitude and heading,,Clear change of altitude and heading,,,,,,no rule matched,
E-8#13,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,13,Radio,FD,Pilot Monitoring,ATC,Last Center First Sector - R,Read back change of altitude and heading,,Read back change of altitude and heading,,,,,,2-4-3 (PDF p.79),
,E-8,gap,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",mixed,Continuation of the Cruise Phase,,,,,,,,,,…,,…,,,,,,,time-gap marker (indeterminate lapse of time)
E-8#14,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,14,Radio,ATC,Last Center 2nd to last Sector - R,FD,Pilot Monitoring,Request contact new frequency,,Request contact new frequency,,,,,,2-1-15 (PDF p.46); 2-4-1 (PDF p.79),
E-8#15,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,15,Radio,FD,Pilot Monitoring,ATC,Last Center 2nd to last Sector - R,Read back change of frequency,,Read back change of frequency,,,,,,2-4-3 (PDF p.79); 2-1-15 (PDF p.46); 2-4-1 (PDF p.79),
E-8#16,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,16,Radio,FD,Pilot Monitoring,ATC,Last Center last Sector - R,"Establish contact: Give ID, altitude and heading",,"Establish contact: Give ID, altitude and heading",,,,,,2-1-15 (PDF p.46); 2-4-1 (PDF p.79),
E-8#17,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,17,Radio,ATC,Last Center last Sector - R,FD,Pilot Monitoring,"Read back ID, altitude and heading",,"Read back ID, altitude and heading",,,,,,2-4-3 (PDF p.79),
E-8#18,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,18,Radio,ATC,Last Center last Sector - R,FD,Pilot Monitoring,Clear change of altitude,,Clear change of altitude,,,,,,no rule matched,
E-8#19,E-8,interaction,110,p.22,"Interactions Between Flightdeck, ATC and FOC During the Continuation of the Cruise Phase of a Generic Flight.",nominal,Continuation of the Cruise Phase,,,,19,Radio,FD,Pilot Monitoring,ATC,Last Center last Sector - R,Read back change of altitude,,Read back change of altitude,,,,,,2-4-3 (PDF p.79),
,E-9,header,111,p.23,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",mixed,,,Off-Nominal: Holding,off-nominal event,,,,,,,Off-Nominal: Holding,,,,,,,,,
E-9#01,E-9,interaction,111,p.23,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Holding,,1,Interphone,ATC,Approach - RA,ATC,Last Center last Sector - RA,Request to hold flights,,Request to hold flights,,,,,,no rule matched,
E-9#02,E-9,interaction,111,p.23,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Holding,,2,Interphone,ATC,Last Center last Sector - R,ATC,Approach - RA,Agree to hold flights,,Agree to hold flights,,,,,,no rule matched,
E-9#03,E-9,interaction,111,p.23,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Holding,,3,Radio,ATC,Last Center last Sector - R,FD,Pilot Monitoring,Instruct about holding pattern,,Instruct about holding pattern,,,,,,4-6-1 (PDF p.253); 4-6-4 (PDF p.255),
E-9#04,E-9,interaction,111,p.23,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Holding,,4,Radio,FD,Pilot Monitoring,ATC,Last Center last Sector - R,Read back holding,,Read back holding,,,,,,2-4-3 (PDF p.79); 4-6-1 (PDF p.253); 4-6-4 (PDF p.255),
E-9#05,E-9,interaction,111,p.23,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Holding,,5,Radio,FD,Pilot Monitoring,ATC,Last Center last Sector - R,Notify publication for holding pattern,,Notify publication for holding pattern,,,,,,4-6-1 (PDF p.253); 4-6-4 (PDF p.255),
E-9#06,E-9,interaction,111,p.23,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Holding,,6,ACARS,FD,Pilot Monitoring,FOC,Flight Dispatcher,Report holding and fuel remaining,,Report holding and fuel remaining,,,,,,,
E-9#07,E-9,interaction,111,p.23,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Holding,,7,ACARS,FOC,Flight Dispatcher,FD,Pilot Monitoring,Confirm information on holding,,Confirm information on holding,,,,,,,
E-9#08,E-9,interaction,111,p.23,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Holding,,8,ACARS,FOC,Flight Dispatcher,FD,FMS,Downloads fuel levels,,Downloads fuel levels,,,,,,,
E-9#09,E-9,interaction,111,p.23,"Interactions Between Flightdeck, ATC and FOC During an Off-Nominal Event in the Cruise Phase of a Generic Flight.",off-nominal,Off-Nominal Event in the Cruise Phase,,Off-Nominal: Holding,,9,Computer,FOC,Flight Dispatcher,FOC,Computer,Check remaining fuel and planned fuel,,Check remaining fuel and planned fuel,,,,,,,
